"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","PPP","TOT","NATUSD","A","2013",3.839566,
"ISR","PPP","TOT","NATUSD","A","2014",3.940387,
"ISR","PPP","TOT","NATUSD","A","2015",3.923925,
"ISR","PPP","TOT","NATUSD","A","2016",3.788511,
"ISR","PPP","TOT","NATUSD","A","2017",3.739669,
"ISR","PPP","TOT","NATUSD","A","2018",3.612219,
"ISR","PPP","TOT","NATUSD","A","2019",3.622217,
"SVN","PPP","TOT","NATUSD","A","1990",0.034808,
"SVN","PPP","TOT","NATUSD","A","1991",0.065631,
"SVN","PPP","TOT","NATUSD","A","1992",0.197753,
"SVN","PPP","TOT","NATUSD","A","1993",0.264805,
"SVN","PPP","TOT","NATUSD","A","1994",0.317835,
"SVN","PPP","TOT","NATUSD","A","1995",0.390393,
"SVN","PPP","TOT","NATUSD","A","1996",0.427963,
"SVN","PPP","TOT","NATUSD","A","1997",0.456043,
"SVN","PPP","TOT","NATUSD","A","1998",0.482519,
"SVN","PPP","TOT","NATUSD","A","1999",0.508506,
"SVN","PPP","TOT","NATUSD","A","2000",0.526349,
"SVN","PPP","TOT","NATUSD","A","2001",0.560022,
"SVN","PPP","TOT","NATUSD","A","2002",0.583286,
"SVN","PPP","TOT","NATUSD","A","2003",0.608518,
"SVN","PPP","TOT","NATUSD","A","2004",0.608333,
"SVN","PPP","TOT","NATUSD","A","2005",0.610135,
"SVN","PPP","TOT","NATUSD","A","2006",0.6105,
"SVN","PPP","TOT","NATUSD","A","2007",0.631131,
"SVN","PPP","TOT","NATUSD","A","2008",0.633789,
"SVN","PPP","TOT","NATUSD","A","2009",0.645,
"SVN","PPP","TOT","NATUSD","A","2010",0.637413,
"SVN","PPP","TOT","NATUSD","A","2011",0.62397,
"SVN","PPP","TOT","NATUSD","A","2012",0.606793,
"SVN","PPP","TOT","NATUSD","A","2013",0.590407,
"SVN","PPP","TOT","NATUSD","A","2014",0.591238,
"SVN","PPP","TOT","NATUSD","A","2015",0.595298,
"SVN","PPP","TOT","NATUSD","A","2016",0.577106,
"SVN","PPP","TOT","NATUSD","A","2017",0.568335,
"SVN","PPP","TOT","NATUSD","A","2018",0.550876,
"SVN","PPP","TOT","NATUSD","A","2019",0.546228,
"LVA","PPP","TOT","NATUSD","A","1994",0.243,
"LVA","PPP","TOT","NATUSD","A","1995",0.296771,
"LVA","PPP","TOT","NATUSD","A","1996",0.328835,
"LVA","PPP","TOT","NATUSD","A","1997",0.342004,
"LVA","PPP","TOT","NATUSD","A","1998",0.353102,
"LVA","PPP","TOT","NATUSD","A","1999",0.354315,
"LVA","PPP","TOT","NATUSD","A","2000",0.360698,
"LVA","PPP","TOT","NATUSD","A","2001",0.353274,
"LVA","PPP","TOT","NATUSD","A","2002",0.360954,
"LVA","PPP","TOT","NATUSD","A","2003",0.378618,
"LVA","PPP","TOT","NATUSD","A","2004",0.399667,
"LVA","PPP","TOT","NATUSD","A","2005",0.438594,
"LVA","PPP","TOT","NATUSD","A","2006",0.489546,
"LVA","PPP","TOT","NATUSD","A","2007",0.566495,
"LVA","PPP","TOT","NATUSD","A","2008",0.575542,
"LVA","PPP","TOT","NATUSD","A","2009",0.520747,
"LVA","PPP","TOT","NATUSD","A","2010",0.486634,
"LVA","PPP","TOT","NATUSD","A","2011",0.498506,
"LVA","PPP","TOT","NATUSD","A","2012",0.506203,
"LVA","PPP","TOT","NATUSD","A","2013",0.499271,
"LVA","PPP","TOT","NATUSD","A","2014",0.497558,
"LVA","PPP","TOT","NATUSD","A","2015",0.497569,
"LVA","PPP","TOT","NATUSD","A","2016",0.484535,
"LVA","PPP","TOT","NATUSD","A","2017",0.482995,
"LVA","PPP","TOT","NATUSD","A","2018",0.475959,
"LVA","PPP","TOT","NATUSD","A","2019",0.482306,
"LTU","PPP","TOT","NATUSD","A","1995",0.361475,
"LTU","PPP","TOT","NATUSD","A","1996",0.423296,
"LTU","PPP","TOT","NATUSD","A","1997",0.463964,
"LTU","PPP","TOT","NATUSD","A","1998",0.47262,
"LTU","PPP","TOT","NATUSD","A","1999",0.461162,
"LTU","PPP","TOT","NATUSD","A","2000",0.451527,
"LTU","PPP","TOT","NATUSD","A","2001",0.432687,
"LTU","PPP","TOT","NATUSD","A","2002",0.42073,
"LTU","PPP","TOT","NATUSD","A","2003",0.404409,
"LTU","PPP","TOT","NATUSD","A","2004",0.414384,
"LTU","PPP","TOT","NATUSD","A","2005",0.435163,
"LTU","PPP","TOT","NATUSD","A","2006",0.44685,
"LTU","PPP","TOT","NATUSD","A","2007",0.470767,
"LTU","PPP","TOT","NATUSD","A","2008",0.492829,
"LTU","PPP","TOT","NATUSD","A","2009",0.469048,
"LTU","PPP","TOT","NATUSD","A","2010",0.450033,
"LTU","PPP","TOT","NATUSD","A","2011",0.451921,
"LTU","PPP","TOT","NATUSD","A","2012",0.452657,
"LTU","PPP","TOT","NATUSD","A","2013",0.443347,
"LTU","PPP","TOT","NATUSD","A","2014",0.44262,
"LTU","PPP","TOT","NATUSD","A","2015",0.445858,
"LTU","PPP","TOT","NATUSD","A","2016",0.43844,
"LTU","PPP","TOT","NATUSD","A","2017",0.44131,
"LTU","PPP","TOT","NATUSD","A","2018",0.433085,
"LTU","PPP","TOT","NATUSD","A","2019",0.437569,
